episode,total_steps,avg_reward,total_reward,collision_count,collision_rate,success_count,success_rate,episode_length,active_agents,learning_rate
0,1986,707.7385744204124,8492.862893044949,3,0.0015105740181268882,3,0.25,1986,12,0.0001
